simulation_id,heater_type,combustion_heater_present,ach,safety_threshold_ach,safety_status,safety_reason
SIM_000472,none,False,2.5,0.35,SAFE,
SIM_000473,unflued_combustion,True,2.46,0.35,SAFE,
SIM_000474,electric,False,0.34,0.35,SAFE,
SIM_000475,unflued_combustion,True,1.69,0.35,SAFE,
SIM_000476,electric,False,4.38,0.35,SAFE,
SIM_000477,unflued_combustion,True,0.94,0.35,SAFE,
SIM_000478,electric,False,3.08,0.35,SAFE,
SIM_000479,flued_stove,False,0.64,0.35,SAFE,
SIM_000480,unflued_combustion,True,3.99,0.35,SAFE,
SIM_000481,none,False,3.12,0.35,SAFE,
SIM_000482,electric,False,2.11,0.35,SAFE,
SIM_000483,unflued_combustion,True,3.11,0.35,SAFE,
SIM_000484,unflued_combustion,True,0.81,0.35,SAFE,
SIM_000485,electric,False,3.34,0.35,SAFE,
SIM_000486,electric,False,2.77,0.35,SAFE,
SIM_000487,electric,False,2.34,0.35,SAFE,
SIM_000488,electric,False,0.31,0.35,SAFE,
SIM_000489,unflued_combustion,True,2.57,0.35,SAFE,
SIM_000490,electric,False,4.32,0.35,SAFE,
SIM_000491,unflued_combustion,True,1.95,0.35,SAFE,
SIM_000492,none,False,0.69,0.35,SAFE,
SIM_000493,none,False,3.8,0.35,SAFE,
SIM_000494,unflued_combustion,True,4.3,0.35,SAFE,
SIM_000495,none,False,0.5,0.35,SAFE,
SIM_000496,flued_stove,False,1.23,0.35,SAFE,
SIM_000497,flued_stove,False,1.11,0.35,SAFE,
SIM_000498,unflued_combustion,True,2.71,0.35,SAFE,
SIM_000499,none,False,1.68,0.35,SAFE,
SIM_000500,unflued_combustion,True,2.04,0.35,SAFE,
SIM_000501,none,False,0.18,0.35,SAFE,
SIM_000502,flued_stove,False,2.01,0.35,SAFE,
SIM_000503,none,False,3.27,0.35,SAFE,
SIM_000504,unflued_combustion,True,3.32,0.35,SAFE,
SIM_000505,flued_stove,False,4.11,0.35,SAFE,
SIM_000506,electric,False,1.04,0.35,SAFE,
SIM_000507,flued_stove,False,0.84,0.35,SAFE,
SIM_000508,none,False,3.14,0.35,SAFE,
SIM_000509,none,False,2.67,0.35,SAFE,
SIM_000510,unflued_combustion,True,3.95,0.35,SAFE,
SIM_000511,flued_stove,False,3.28,0.35,SAFE,
SIM_000512,none,False,4.27,0.35,SAFE,
SIM_000513,unflued_combustion,True,3.14,0.35,SAFE,
SIM_000514,electric,False,3.49,0.35,SAFE,
SIM_000515,none,False,2.34,0.35,SAFE,
SIM_000516,flued_stove,False,4.45,0.35,SAFE,
SIM_000517,unflued_combustion,True,0.98,0.35,SAFE,
SIM_000518,electric,False,2.88,0.35,SAFE,
SIM_000519,unflued_combustion,True,2.57,0.35,SAFE,
SIM_000520,flued_stove,False,0.12,0.35,SAFE,
SIM_000521,unflued_combustion,True,2.45,0.35,SAFE,
SIM_000522,flued_stove,False,3.06,0.35,SAFE,
SIM_000523,none,False,2.48,0.35,SAFE,
SIM_000524,none,False,3.11,0.35,SAFE,
SIM_000525,flued_stove,False,0.82,0.35,SAFE,
SIM_000526,electric,False,1.77,0.35,SAFE,
SIM_000527,none,False,0.35,0.35,SAFE,
SIM_000528,none,False,0.22,0.35,SAFE,
SIM_000529,none,False,4.1,0.35,SAFE,
SIM_000530,unflued_combustion,True,1.41,0.35,SAFE,
SIM_000531,flued_stove,False,3.86,0.35,SAFE,
SIM_000532,electric,False,1.58,0.35,SAFE,
SIM_000533,flued_stove,False,3.37,0.35,SAFE,
SIM_000534,none,False,3.2,0.35,SAFE,
SIM_000535,flued_stove,False,4.17,0.35,SAFE,
SIM_000536,electric,False,3.01,0.35,SAFE,
SIM_000537,flued_stove,False,2.6,0.35,SAFE,
SIM_000538,none,False,2.03,0.35,SAFE,
SIM_000539,unflued_combustion,True,1.44,0.35,SAFE,
SIM_000540,electric,False,2.0,0.35,SAFE,
SIM_000541,electric,False,3.54,0.35,SAFE,
SIM_000542,none,False,4.09,0.35,SAFE,
SIM_000543,flued_stove,False,4.16,0.35,SAFE,
SIM_000544,electric,False,1.94,0.35,SAFE,
SIM_000545,unflued_combustion,True,3.61,0.35,SAFE,
SIM_000546,flued_stove,False,3.93,0.35,SAFE,
SIM_000547,unflued_combustion,True,2.4,0.35,SAFE,
SIM_000548,unflued_combustion,True,4.3,0.35,SAFE,
SIM_000549,none,False,3.08,0.35,SAFE,
SIM_000550,unflued_combustion,True,0.11,0.35,REFUSED,Ventilation 0.11 ACH is below the safe minimum (0.35 ACH) for an unflued combustion heater. Carbon monoxide asphyxiation risk. Increase ventilation to at least 0.35 ACH or specify a flued stove or electric heater.
SIM_000551,flued_stove,False,1.18,0.35,SAFE,
SIM_000552,unflued_combustion,True,1.18,0.35,SAFE,
SIM_000553,none,False,1.03,0.35,SAFE,
SIM_000554,unflued_combustion,True,3.32,0.35,SAFE,
SIM_000555,flued_stove,False,3.52,0.35,SAFE,
SIM_000556,electric,False,2.05,0.35,SAFE,
SIM_000557,none,False,0.39,0.35,SAFE,
SIM_000558,unflued_combustion,True,3.41,0.35,SAFE,
SIM_000559,none,False,3.31,0.35,SAFE,
SIM_000560,electric,False,2.42,0.35,SAFE,
SIM_000561,none,False,0.33,0.35,SAFE,
SIM_000562,flued_stove,False,1.78,0.35,SAFE,
SIM_000563,unflued_combustion,True,3.59,0.35,SAFE,
SIM_000564,electric,False,1.36,0.35,SAFE,
SIM_000565,unflued_combustion,True,4.42,0.35,SAFE,
SIM_000566,unflued_combustion,True,1.76,0.35,SAFE,
SIM_000567,flued_stove,False,1.14,0.35,SAFE,
SIM_000568,electric,False,1.02,0.35,SAFE,
SIM_000569,none,False,3.66,0.35,SAFE,
SIM_000570,none,False,3.78,0.35,SAFE,
SIM_000571,none,False,1.42,0.35,SAFE,
SIM_000572,electric,False,0.36,0.35,SAFE,
SIM_000573,none,False,2.27,0.35,SAFE,
SIM_000574,flued_stove,False,4.08,0.35,SAFE,
SIM_000575,electric,False,1.58,0.35,SAFE,
SIM_000576,unflued_combustion,True,1.59,0.35,SAFE,
SIM_000577,flued_stove,False,2.86,0.35,SAFE,
SIM_000578,flued_stove,False,3.63,0.35,SAFE,
SIM_000579,electric,False,0.32,0.35,SAFE,
SIM_000580,unflued_combustion,True,1.81,0.35,SAFE,
SIM_000581,unflued_combustion,True,1.91,0.35,SAFE,
SIM_000582,electric,False,3.04,0.35,SAFE,
SIM_000583,electric,False,0.27,0.35,SAFE,
SIM_000584,unflued_combustion,True,4.39,0.35,SAFE,
SIM_000585,electric,False,4.12,0.35,SAFE,
SIM_000586,none,False,4.21,0.35,SAFE,
SIM_000587,unflued_combustion,True,1.49,0.35,SAFE,
SIM_000588,none,False,2.13,0.35,SAFE,
SIM_000589,none,False,2.39,0.35,SAFE,
SIM_000590,none,False,0.97,0.35,SAFE,
SIM_000591,none,False,2.66,0.35,SAFE,
SIM_000592,none,False,0.66,0.35,SAFE,
SIM_000593,electric,False,2.6,0.35,SAFE,
SIM_000594,none,False,2.26,0.35,SAFE,
SIM_000595,flued_stove,False,1.21,0.35,SAFE,
SIM_000596,none,False,3.51,0.35,SAFE,
SIM_000597,flued_stove,False,4.19,0.35,SAFE,
SIM_000598,flued_stove,False,2.33,0.35,SAFE,
SIM_000599,none,False,4.47,0.35,SAFE,
SIM_000600,none,False,3.91,0.35,SAFE,
SIM_000601,electric,False,4.0,0.35,SAFE,
SIM_000602,electric,False,2.23,0.35,SAFE,
SIM_000603,flued_stove,False,1.89,0.35,SAFE,
SIM_000604,electric,False,1.37,0.35,SAFE,
SIM_000605,flued_stove,False,2.44,0.35,SAFE,
SIM_000606,flued_stove,False,4.09,0.35,SAFE,
SIM_000607,unflued_combustion,True,0.39,0.35,SAFE,
SIM_000608,unflued_combustion,True,3.23,0.35,SAFE,
SIM_000609,none,False,0.63,0.35,SAFE,
SIM_000610,flued_stove,False,1.84,0.35,SAFE,
SIM_000611,none,False,1.74,0.35,SAFE,
SIM_000612,none,False,4.04,0.35,SAFE,
SIM_000613,electric,False,2.3,0.35,SAFE,
SIM_000614,unflued_combustion,True,0.18,0.35,REFUSED,Ventilation 0.18 ACH is below the safe minimum (0.35 ACH) for an unflued combustion heater. Carbon monoxide asphyxiation risk. Increase ventilation to at least 0.35 ACH or specify a flued stove or electric heater.
SIM_000615,flued_stove,False,2.82,0.35,SAFE,
SIM_000616,unflued_combustion,True,3.8,0.35,SAFE,
SIM_000617,flued_stove,False,0.76,0.35,SAFE,
SIM_000618,none,False,2.65,0.35,SAFE,
SIM_000619,unflued_combustion,True,1.47,0.35,SAFE,
SIM_000620,flued_stove,False,0.13,0.35,SAFE,
SIM_000621,none,False,0.13,0.35,SAFE,
SIM_000622,electric,False,3.02,0.35,SAFE,
SIM_000623,electric,False,1.63,0.35,SAFE,
SIM_000624,flued_stove,False,1.07,0.35,SAFE,
SIM_000625,none,False,0.89,0.35,SAFE,
SIM_000626,unflued_combustion,True,1.32,0.35,SAFE,
SIM_000627,electric,False,0.55,0.35,SAFE,
SIM_000628,unflued_combustion,True,2.91,0.35,SAFE,
SIM_000629,electric,False,2.48,0.35,SAFE,
SIM_000630,flued_stove,False,0.12,0.35,SAFE,
SIM_000631,unflued_combustion,True,3.24,0.35,SAFE,
SIM_000632,electric,False,0.14,0.35,SAFE,
SIM_000633,unflued_combustion,True,3.38,0.35,SAFE,
SIM_000634,unflued_combustion,True,2.67,0.35,SAFE,
SIM_000635,unflued_combustion,True,1.44,0.35,SAFE,
SIM_000636,unflued_combustion,True,1.81,0.35,SAFE,
SIM_000637,unflued_combustion,True,0.63,0.35,SAFE,
SIM_000638,unflued_combustion,True,3.81,0.35,SAFE,
SIM_000639,electric,False,3.1,0.35,SAFE,
SIM_000640,flued_stove,False,4.1,0.35,SAFE,
SIM_000641,electric,False,3.66,0.35,SAFE,
SIM_000642,unflued_combustion,True,2.91,0.35,SAFE,
SIM_000643,unflued_combustion,True,0.73,0.35,SAFE,
SIM_000644,unflued_combustion,True,0.88,0.35,SAFE,
SIM_000645,electric,False,2.1,0.35,SAFE,
SIM_000646,unflued_combustion,True,2.37,0.35,SAFE,
SIM_000647,none,False,0.81,0.35,SAFE,
SIM_000648,electric,False,1.09,0.35,SAFE,
SIM_000649,unflued_combustion,True,0.78,0.35,SAFE,
SIM_000650,flued_stove,False,2.55,0.35,SAFE,
SIM_000651,unflued_combustion,True,2.06,0.35,SAFE,
SIM_000652,electric,False,0.91,0.35,SAFE,
SIM_000653,unflued_combustion,True,3.15,0.35,SAFE,
SIM_000654,flued_stove,False,1.15,0.35,SAFE,
SIM_000655,electric,False,1.05,0.35,SAFE,
SIM_000656,electric,False,1.49,0.35,SAFE,
SIM_000657,flued_stove,False,1.28,0.35,SAFE,
SIM_000658,flued_stove,False,3.64,0.35,SAFE,
SIM_000659,none,False,1.44,0.35,SAFE,
SIM_000660,none,False,2.27,0.35,SAFE,
SIM_000661,electric,False,1.41,0.35,SAFE,
SIM_000662,electric,False,2.2,0.35,SAFE,
SIM_000663,none,False,4.34,0.35,SAFE,
SIM_000664,flued_stove,False,4.47,0.35,SAFE,
SIM_000665,electric,False,3.03,0.35,SAFE,
SIM_000666,flued_stove,False,2.72,0.35,SAFE,
SIM_000667,none,False,4.25,0.35,SAFE,
SIM_000668,flued_stove,False,0.9,0.35,SAFE,
SIM_000669,none,False,3.63,0.35,SAFE,
SIM_000670,none,False,3.86,0.35,SAFE,
SIM_000671,flued_stove,False,3.96,0.35,SAFE,
SIM_000672,unflued_combustion,True,1.25,0.35,SAFE,
SIM_000673,electric,False,1.7,0.35,SAFE,
SIM_000674,flued_stove,False,1.67,0.35,SAFE,
SIM_000675,flued_stove,False,3.39,0.35,SAFE,
SIM_000676,electric,False,3.52,0.35,SAFE,
SIM_000677,unflued_combustion,True,3.46,0.35,SAFE,
SIM_000678,none,False,2.29,0.35,SAFE,
SIM_000679,flued_stove,False,2.47,0.35,SAFE,
SIM_000680,none,False,4.42,0.35,SAFE,
SIM_000681,none,False,1.13,0.35,SAFE,
SIM_000682,unflued_combustion,True,2.0,0.35,SAFE,
SIM_000683,flued_stove,False,1.58,0.35,SAFE,
SIM_000684,unflued_combustion,True,1.55,0.35,SAFE,
SIM_000685,unflued_combustion,True,1.76,0.35,SAFE,
SIM_000686,none,False,0.56,0.35,SAFE,
SIM_000687,electric,False,0.32,0.35,SAFE,
SIM_000688,unflued_combustion,True,4.0,0.35,SAFE,
SIM_000689,unflued_combustion,True,1.47,0.35,SAFE,
SIM_000690,unflued_combustion,True,3.6,0.35,SAFE,
SIM_000691,electric,False,2.84,0.35,SAFE,
SIM_000692,none,False,2.09,0.35,SAFE,
SIM_000693,unflued_combustion,True,3.13,0.35,SAFE,
SIM_000694,unflued_combustion,True,3.25,0.35,SAFE,
SIM_000695,electric,False,1.54,0.35,SAFE,
SIM_000696,electric,False,2.94,0.35,SAFE,
SIM_000697,unflued_combustion,True,4.03,0.35,SAFE,
SIM_000698,none,False,1.44,0.35,SAFE,
SIM_000699,electric,False,3.42,0.35,SAFE,
SIM_000700,unflued_combustion,True,2.17,0.35,SAFE,
SIM_000701,electric,False,1.78,0.35,SAFE,
SIM_000702,electric,False,0.53,0.35,SAFE,
SIM_000703,unflued_combustion,True,0.6,0.35,SAFE,
SIM_000704,none,False,0.87,0.35,SAFE,
SIM_000705,unflued_combustion,True,1.22,0.35,SAFE,
SIM_000706,none,False,3.42,0.35,SAFE,
SIM_000707,electric,False,0.37,0.35,SAFE,
SIM_000708,electric,False,0.93,0.35,SAFE,
SIM_000709,electric,False,3.19,0.35,SAFE,
SIM_000710,unflued_combustion,True,0.48,0.35,SAFE,
SIM_000711,unflued_combustion,True,2.34,0.35,SAFE,
SIM_000712,electric,False,0.48,0.35,SAFE,
SIM_000713,flued_stove,False,1.67,0.35,SAFE,
SIM_000714,none,False,0.84,0.35,SAFE,
SIM_000715,electric,False,2.63,0.35,SAFE,
SIM_000716,none,False,1.74,0.35,SAFE,
SIM_000717,none,False,4.29,0.35,SAFE,
SIM_000718,none,False,2.62,0.35,SAFE,
SIM_000719,flued_stove,False,3.52,0.35,SAFE,
SIM_000720,unflued_combustion,True,3.87,0.35,SAFE,
SIM_000721,flued_stove,False,2.58,0.35,SAFE,
SIM_000722,electric,False,1.13,0.35,SAFE,
SIM_000723,none,False,4.0,0.35,SAFE,
SIM_000724,none,False,4.13,0.35,SAFE,
SIM_000725,electric,False,2.88,0.35,SAFE,
SIM_000726,unflued_combustion,True,1.21,0.35,SAFE,
SIM_000727,electric,False,1.34,0.35,SAFE,
SIM_000728,flued_stove,False,3.24,0.35,SAFE,
SIM_000729,electric,False,1.7,0.35,SAFE,
SIM_000730,electric,False,4.26,0.35,SAFE,
SIM_000731,unflued_combustion,True,3.59,0.35,SAFE,
SIM_000732,unflued_combustion,True,1.43,0.35,SAFE,
SIM_000733,flued_stove,False,1.68,0.35,SAFE,
SIM_000734,flued_stove,False,1.15,0.35,SAFE,
SIM_000735,electric,False,2.23,0.35,SAFE,
SIM_000736,electric,False,3.44,0.35,SAFE,
SIM_000737,electric,False,0.98,0.35,SAFE,
SIM_000738,flued_stove,False,3.79,0.35,SAFE,
SIM_000739,unflued_combustion,True,3.59,0.35,SAFE,
SIM_000740,unflued_combustion,True,4.2,0.35,SAFE,
SIM_000741,unflued_combustion,True,2.08,0.35,SAFE,
SIM_000742,electric,False,1.45,0.35,SAFE,
SIM_000743,unflued_combustion,True,4.39,0.35,SAFE,
SIM_000744,flued_stove,False,4.24,0.35,SAFE,
SIM_000745,flued_stove,False,3.6,0.35,SAFE,
SIM_000746,flued_stove,False,1.49,0.35,SAFE,
SIM_000747,flued_stove,False,0.98,0.35,SAFE,
SIM_000748,none,False,3.8,0.35,SAFE,
SIM_000749,electric,False,3.14,0.35,SAFE,
SIM_000750,flued_stove,False,3.59,0.35,SAFE,
SIM_000751,unflued_combustion,True,4.44,0.35,SAFE,
SIM_000752,none,False,3.89,0.35,SAFE,
SIM_000753,electric,False,1.24,0.35,SAFE,
SIM_000754,flued_stove,False,3.64,0.35,SAFE,
SIM_000755,electric,False,1.75,0.35,SAFE,
SIM_000756,unflued_combustion,True,1.28,0.35,SAFE,
SIM_000757,electric,False,1.85,0.35,SAFE,
SIM_000758,unflued_combustion,True,0.48,0.35,SAFE,
SIM_000759,flued_stove,False,1.63,0.35,SAFE,
SIM_000760,electric,False,0.28,0.35,SAFE,
SIM_000761,electric,False,1.15,0.35,SAFE,
SIM_000762,electric,False,0.75,0.35,SAFE,
SIM_000763,flued_stove,False,3.75,0.35,SAFE,
SIM_000764,unflued_combustion,True,0.29,0.35,REFUSED,Ventilation 0.29 ACH is below the safe minimum (0.35 ACH) for an unflued combustion heater. Carbon monoxide asphyxiation risk. Increase ventilation to at least 0.35 ACH or specify a flued stove or electric heater.
SIM_000765,electric,False,4.26,0.35,SAFE,
SIM_000766,flued_stove,False,0.79,0.35,SAFE,
SIM_000767,electric,False,1.61,0.35,SAFE,
SIM_000768,unflued_combustion,True,3.72,0.35,SAFE,
SIM_000769,unflued_combustion,True,2.15,0.35,SAFE,
SIM_000770,unflued_combustion,True,0.4,0.35,SAFE,
SIM_000771,electric,False,0.11,0.35,SAFE,
SIM_000772,none,False,0.89,0.35,SAFE,
SIM_000773,unflued_combustion,True,0.15,0.35,REFUSED,Ventilation 0.15 ACH is below the safe minimum (0.35 ACH) for an unflued combustion heater. Carbon monoxide asphyxiation risk. Increase ventilation to at least 0.35 ACH or specify a flued stove or electric heater.
SIM_000774,unflued_combustion,True,2.21,0.35,SAFE,
SIM_000775,unflued_combustion,True,2.8,0.35,SAFE,
SIM_000776,none,False,4.33,0.35,SAFE,
SIM_000777,electric,False,3.26,0.35,SAFE,
SIM_000778,none,False,3.04,0.35,SAFE,
SIM_000779,none,False,1.99,0.35,SAFE,
SIM_000780,flued_stove,False,0.79,0.35,SAFE,
SIM_000781,electric,False,4.44,0.35,SAFE,
SIM_000782,none,False,4.41,0.35,SAFE,
SIM_000783,electric,False,1.53,0.35,SAFE,
SIM_000784,none,False,1.9,0.35,SAFE,
SIM_000785,unflued_combustion,True,0.89,0.35,SAFE,
SIM_000786,none,False,1.6,0.35,SAFE,
SIM_000787,electric,False,2.25,0.35,SAFE,
SIM_000788,flued_stove,False,0.31,0.35,SAFE,
SIM_000789,electric,False,0.6,0.35,SAFE,
SIM_000790,electric,False,1.84,0.35,SAFE,
SIM_000791,electric,False,1.71,0.35,SAFE,
SIM_000792,unflued_combustion,True,3.12,0.35,SAFE,
SIM_000793,electric,False,1.31,0.35,SAFE,
SIM_000794,none,False,2.8,0.35,SAFE,
SIM_000795,flued_stove,False,2.47,0.35,SAFE,
SIM_000796,unflued_combustion,True,2.35,0.35,SAFE,
SIM_000797,unflued_combustion,True,2.61,0.35,SAFE,
SIM_000798,electric,False,1.95,0.35,SAFE,
SIM_000799,electric,False,3.28,0.35,SAFE,
SIM_000800,electric,False,0.57,0.35,SAFE,
SIM_000801,flued_stove,False,2.29,0.35,SAFE,
SIM_000802,none,False,0.32,0.35,SAFE,
SIM_000803,unflued_combustion,True,2.01,0.35,SAFE,
SIM_000804,unflued_combustion,True,0.76,0.35,SAFE,
SIM_000805,electric,False,3.79,0.35,SAFE,
SIM_000806,electric,False,3.33,0.35,SAFE,
SIM_000807,electric,False,3.95,0.35,SAFE,
SIM_000808,electric,False,0.33,0.35,SAFE,
SIM_000809,flued_stove,False,0.93,0.35,SAFE,
SIM_000810,unflued_combustion,True,0.98,0.35,SAFE,
SIM_000811,electric,False,1.26,0.35,SAFE,
SIM_000812,flued_stove,False,1.41,0.35,SAFE,
SIM_000813,electric,False,1.73,0.35,SAFE,
SIM_000814,none,False,2.32,0.35,SAFE,
SIM_000815,flued_stove,False,3.88,0.35,SAFE,
SIM_000816,none,False,2.52,0.35,SAFE,
SIM_000817,unflued_combustion,True,0.99,0.35,SAFE,
SIM_000818,electric,False,3.12,0.35,SAFE,
SIM_000819,none,False,3.29,0.35,SAFE,
SIM_000820,flued_stove,False,2.63,0.35,SAFE,
SIM_000821,unflued_combustion,True,2.52,0.35,SAFE,
SIM_000822,flued_stove,False,3.82,0.35,SAFE,
SIM_000823,flued_stove,False,2.06,0.35,SAFE,
SIM_000824,flued_stove,False,2.97,0.35,SAFE,
SIM_000825,unflued_combustion,True,0.32,0.35,REFUSED,Ventilation 0.32 ACH is below the safe minimum (0.35 ACH) for an unflued combustion heater. Carbon monoxide asphyxiation risk. Increase ventilation to at least 0.35 ACH or specify a flued stove or electric heater.
SIM_000826,electric,False,0.59,0.35,SAFE,
SIM_000827,flued_stove,False,4.11,0.35,SAFE,
SIM_000828,none,False,1.66,0.35,SAFE,
SIM_000829,flued_stove,False,2.44,0.35,SAFE,
SIM_000830,flued_stove,False,3.12,0.35,SAFE,
SIM_000831,flued_stove,False,0.45,0.35,SAFE,
SIM_000832,none,False,2.18,0.35,SAFE,
SIM_000833,flued_stove,False,3.81,0.35,SAFE,
SIM_000834,none,False,3.38,0.35,SAFE,
SIM_000835,electric,False,3.73,0.35,SAFE,
SIM_000836,none,False,3.6,0.35,SAFE,
SIM_000837,flued_stove,False,1.93,0.35,SAFE,
SIM_000838,flued_stove,False,2.23,0.35,SAFE,
SIM_000839,none,False,2.65,0.35,SAFE,
SIM_000840,unflued_combustion,True,3.77,0.35,SAFE,
SIM_000841,none,False,2.79,0.35,SAFE,
SIM_000842,flued_stove,False,4.45,0.35,SAFE,
SIM_000843,electric,False,0.34,0.35,SAFE,
SIM_000844,flued_stove,False,1.32,0.35,SAFE,
SIM_000845,none,False,3.14,0.35,SAFE,
SIM_000846,none,False,2.85,0.35,SAFE,
SIM_000847,electric,False,3.08,0.35,SAFE,
SIM_000848,none,False,2.67,0.35,SAFE,
SIM_000849,none,False,2.52,0.35,SAFE,
SIM_000850,electric,False,2.79,0.35,SAFE,
SIM_000851,flued_stove,False,0.86,0.35,SAFE,
SIM_000852,none,False,1.35,0.35,SAFE,
SIM_000853,flued_stove,False,0.53,0.35,SAFE,
SIM_000854,electric,False,0.8,0.35,SAFE,
SIM_000855,none,False,2.04,0.35,SAFE,
SIM_000856,flued_stove,False,2.77,0.35,SAFE,
SIM_000857,electric,False,0.79,0.35,SAFE,
SIM_000858,electric,False,0.46,0.35,SAFE,
SIM_000859,electric,False,3.84,0.35,SAFE,
SIM_000860,flued_stove,False,0.25,0.35,SAFE,
SIM_000861,electric,False,0.32,0.35,SAFE,
SIM_000862,flued_stove,False,2.23,0.35,SAFE,
SIM_000863,unflued_combustion,True,0.72,0.35,SAFE,
SIM_000864,none,False,2.44,0.35,SAFE,
SIM_000865,none,False,3.14,0.35,SAFE,
SIM_000866,unflued_combustion,True,2.3,0.35,SAFE,
SIM_000867,unflued_combustion,True,3.58,0.35,SAFE,
SIM_000868,flued_stove,False,0.38,0.35,SAFE,
SIM_000869,flued_stove,False,4.28,0.35,SAFE,
SIM_000870,electric,False,3.94,0.35,SAFE,
SIM_000871,flued_stove,False,3.56,0.35,SAFE,
SIM_000872,electric,False,0.48,0.35,SAFE,
SIM_000873,flued_stove,False,0.43,0.35,SAFE,
SIM_000874,unflued_combustion,True,1.78,0.35,SAFE,
SIM_000875,unflued_combustion,True,4.14,0.35,SAFE,
SIM_000876,none,False,0.13,0.35,SAFE,
SIM_000877,flued_stove,False,3.58,0.35,SAFE,
SIM_000878,unflued_combustion,True,2.1,0.35,SAFE,
SIM_000879,flued_stove,False,3.52,0.35,SAFE,
SIM_000880,unflued_combustion,True,3.44,0.35,SAFE,
SIM_000881,flued_stove,False,1.24,0.35,SAFE,
SIM_000882,flued_stove,False,3.13,0.35,SAFE,
SIM_000883,unflued_combustion,True,1.87,0.35,SAFE,
SIM_000884,electric,False,3.19,0.35,SAFE,
SIM_000885,none,False,3.12,0.35,SAFE,
SIM_000886,flued_stove,False,0.71,0.35,SAFE,
SIM_000887,flued_stove,False,3.97,0.35,SAFE,
SIM_000888,none,False,2.15,0.35,SAFE,
SIM_000889,flued_stove,False,4.29,0.35,SAFE,
SIM_000890,none,False,0.46,0.35,SAFE,
SIM_000891,unflued_combustion,True,1.66,0.35,SAFE,
SIM_000892,electric,False,4.2,0.35,SAFE,
SIM_000893,unflued_combustion,True,4.16,0.35,SAFE,
SIM_000894,none,False,3.88,0.35,SAFE,
SIM_000895,unflued_combustion,True,4.13,0.35,SAFE,
SIM_000896,none,False,1.66,0.35,SAFE,
SIM_000897,electric,False,1.49,0.35,SAFE,
SIM_000898,electric,False,0.37,0.35,SAFE,
SIM_000899,unflued_combustion,True,2.24,0.35,SAFE,
SIM_000900,flued_stove,False,3.83,0.35,SAFE,
SIM_000901,flued_stove,False,2.44,0.35,SAFE,
SIM_000902,electric,False,2.73,0.35,SAFE,
SIM_000903,none,False,0.38,0.35,SAFE,
SIM_000904,flued_stove,False,2.47,0.35,SAFE,
SIM_000905,flued_stove,False,0.5,0.35,SAFE,
SIM_000906,flued_stove,False,3.56,0.35,SAFE,
SIM_000907,flued_stove,False,2.88,0.35,SAFE,
SIM_000908,unflued_combustion,True,1.09,0.35,SAFE,
SIM_000909,electric,False,4.28,0.35,SAFE,
SIM_000910,electric,False,0.66,0.35,SAFE,
SIM_000911,none,False,0.64,0.35,SAFE,
SIM_000912,flued_stove,False,3.68,0.35,SAFE,
SIM_000913,unflued_combustion,True,2.2,0.35,SAFE,
SIM_000914,flued_stove,False,3.69,0.35,SAFE,
SIM_000915,flued_stove,False,2.46,0.35,SAFE,
SIM_000916,flued_stove,False,2.11,0.35,SAFE,
SIM_000917,none,False,0.25,0.35,SAFE,
SIM_000918,unflued_combustion,True,1.99,0.35,SAFE,
SIM_000919,none,False,3.85,0.35,SAFE,
SIM_000920,flued_stove,False,0.18,0.35,SAFE,
SIM_000921,unflued_combustion,True,3.69,0.35,SAFE,
SIM_000922,electric,False,4.01,0.35,SAFE,
SIM_000923,unflued_combustion,True,1.98,0.35,SAFE,
SIM_000924,unflued_combustion,True,3.93,0.35,SAFE,
SIM_000925,unflued_combustion,True,3.14,0.35,SAFE,
SIM_000926,flued_stove,False,3.84,0.35,SAFE,
SIM_000927,none,False,3.09,0.35,SAFE,
SIM_000928,electric,False,1.17,0.35,SAFE,
SIM_000929,flued_stove,False,1.54,0.35,SAFE,
SIM_000930,none,False,4.28,0.35,SAFE,
SIM_000931,none,False,3.97,0.35,SAFE,
SIM_000932,unflued_combustion,True,1.66,0.35,SAFE,
SIM_000933,electric,False,1.87,0.35,SAFE,
SIM_000934,none,False,2.06,0.35,SAFE,
SIM_000935,electric,False,1.34,0.35,SAFE,
SIM_000936,flued_stove,False,0.14,0.35,SAFE,
SIM_000937,flued_stove,False,3.69,0.35,SAFE,
SIM_000938,unflued_combustion,True,1.96,0.35,SAFE,
SIM_000939,flued_stove,False,4.46,0.35,SAFE,
SIM_000940,flued_stove,False,4.1,0.35,SAFE,
SIM_000941,flued_stove,False,4.49,0.35,SAFE,
SIM_000942,electric,False,3.58,0.35,SAFE,
SIM_000943,unflued_combustion,True,0.7,0.35,SAFE,
SIM_000944,unflued_combustion,True,3.56,0.35,SAFE,
SIM_000945,electric,False,1.94,0.35,SAFE,
SIM_000946,none,False,4.21,0.35,SAFE,
SIM_000947,flued_stove,False,1.84,0.35,SAFE,
SIM_000948,electric,False,3.71,0.35,SAFE,
SIM_000949,flued_stove,False,0.25,0.35,SAFE,
SIM_000950,unflued_combustion,True,4.46,0.35,SAFE,
SIM_000951,electric,False,4.01,0.35,SAFE,
SIM_000952,none,False,3.16,0.35,SAFE,
SIM_000953,none,False,1.33,0.35,SAFE,
SIM_000954,none,False,3.65,0.35,SAFE,
SIM_000955,electric,False,3.27,0.35,SAFE,
SIM_000956,electric,False,0.91,0.35,SAFE,
